seq,t_utc,t_ms,participant,phase,trial_index,trial_id,event,detail,target_emotion,shape,room_id,hue,saturation,brightness,texture,head_x,head_y,head_z,head_yaw,head_pitch,head_roll,pointer_x,pointer_y,valence,arousal,value_a,value_b,note
140,2026-08-02T14:03:25.661000+00:00,14661,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0644,1.6,1.3,26.2946,-0.2428,0.7245,,,,,,,
141,2026-08-02T14:03:25.759000+00:00,14759,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0643,1.6,1.3,29.9276,-3.2011,0.4017,,,,,,,
142,2026-08-02T14:03:25.857000+00:00,14857,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0623,1.6,1.3,29.7052,6.0304,0.721,,,,,,,
143,2026-08-02T14:03:25.958000+00:00,14958,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0578,1.6,1.3,33.1808,-8.7481,0.0391,,,,,,,
144,2026-08-02T14:03:26.056000+00:00,15056,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0551,1.6,1.3,35.4706,0.3304,4.2625,,,,,,,
145,2026-08-02T14:03:26.158000+00:00,15158,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0602,1.6,1.3,29.9312,-2.8365,-1.6806,,,,,,,
146,2026-08-02T14:03:26.256000+00:00,15256,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0485,1.6,1.3,27.7795,3.1768,-1.7038,,,,,,,
147,2026-08-02T14:03:26.358000+00:00,15358,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0514,1.6,1.3,24.4681,-5.9984,-1.0419,,,,,,,
148,2026-08-02T14:03:26.460000+00:00,15460,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0554,1.6,1.3,20.226,-0.159,0.0883,,,,,,,
149,2026-08-02T14:03:26.558000+00:00,15558,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0573,1.6,1.3,12.9534,-2.9225,-0.3252,,,,,,,
150,2026-08-02T14:03:26.656000+00:00,15656,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0527,1.6,1.3,19.3527,6.2831,-0.3405,,,,,,,
151,2026-08-02T14:03:26.757000+00:00,15757,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0491,1.6,1.3,16.5742,-7.4842,0.1103,,,,,,,
152,2026-08-02T14:03:26.855000+00:00,15855,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0502,1.6,1.3,21.392,-1.3871,-0.471,,,,,,,
153,2026-08-02T14:03:26.957000+00:00,15957,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0455,1.6,1.3,23.5785,-6.6381,0.9182,,,,,,,
154,2026-08-02T14:03:27.055000+00:00,16055,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0387,1.6,1.3,15.8312,-1.7846,-0.4604,,,,,,,
155,2026-08-02T14:03:27.157000+00:00,16157,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0438,1.6,1.3,19.3778,-9.1928,1.9319,,,,,,,
156,2026-08-02T14:03:27.258000+00:00,16258,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0394,1.6,1.3,21.0215,-1.1067,2.0758,,,,,,,
157,2026-08-02T14:03:27.357000+00:00,16357,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0481,1.6,1.3,16.2877,2.3407,0.1555,,,,,,,
158,2026-08-02T14:03:27.456000+00:00,16456,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0443,1.6,1.3,13.7523,-1.1078,0.3503,,,,,,,
159,2026-08-02T14:03:27.558000+00:00,16558,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0393,1.6,1.3,28.1394,-0.9574,0.726,,,,,,,
160,2026-08-02T14:03:27.659000+00:00,16659,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0492,1.6,1.3,26.575,-5.0353,-0.5025,,,,,,,
161,2026-08-02T14:03:27.759000+00:00,16759,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0529,1.6,1.3,28.1593,-5.5732,1.2751,,,,,,,
162,2026-08-02T14:03:27.857000+00:00,16857,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0458,1.6,1.3,28.067,-11.3403,-0.4153,,,,,,,
163,2026-08-02T14:03:27.959000+00:00,16959,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0493,1.6,1.3,29.8843,1.623,-1.1641,,,,,,,
164,2026-08-02T14:03:28.059000+00:00,17059,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0511,1.6,1.3,32.2117,-6.4246,-0.4332,,,,,,,
165,2026-08-02T14:03:28.159000+00:00,17159,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0542,1.6,1.3,33.7291,-4.8133,-0.0669,,,,,,,
166,2026-08-02T14:03:28.258000+00:00,17258,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0551,1.6,1.3,36.302,-5.9834,0.8608,,,,,,,
167,2026-08-02T14:03:28.360000+00:00,17360,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0558,1.6,1.3,39.4249,-5.4429,2.5885,,,,,,,
168,2026-08-02T14:03:28.462000+00:00,17462,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0546,1.6,1.3,32.3219,0.254,-0.3034,,,,,,,
169,2026-08-02T14:03:28.563000+00:00,17563,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0496,1.6,1.3,42.2327,-0.8061,0.7174,,,,,,,
170,2026-08-02T14:03:28.661000+00:00,17661,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0487,1.6,1.3,41.1719,-0.5833,-2.2983,,,,,,,
171,2026-08-02T14:03:28.763000+00:00,17763,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.052,1.6,1.3,44.9569,-8.1052,3.0147,,,,,,,
172,2026-08-02T14:03:28.863000+00:00,17863,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0499,1.6,1.3,45.2831,-4.2915,-2.8286,,,,,,,
173,2026-08-02T14:03:28.961000+00:00,17961,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0548,1.6,1.3,42.0744,1.4544,-1.3966,,,,,,,
174,2026-08-02T14:03:29.063000+00:00,18063,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0581,1.6,1.3,33.0205,-3.8699,1.4858,,,,,,,
175,2026-08-02T14:03:29.162000+00:00,18162,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.059,1.6,1.3,33.7263,-2.6324,-0.4518,,,,,,,
176,2026-08-02T14:03:29.261000+00:00,18261,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0591,1.6,1.3,37.9745,-3.1314,-0.3921,,,,,,,
177,2026-08-02T14:03:29.359000+00:00,18359,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0659,1.6,1.3,45.6697,2.6104,1.2586,,,,,,,
178,2026-08-02T14:03:29.461000+00:00,18461,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0676,1.6,1.3,36.3121,-4.0201,-1.4677,,,,,,,
179,2026-08-02T14:03:29.561000+00:00,18561,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0737,1.6,1.3,39.8908,0.9527,-0.2861,,,,,,,
180,2026-08-02T14:03:29.659000+00:00,18659,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0761,1.6,1.3,45.1316,-4.0816,-0.7275,,,,,,,
181,2026-08-02T14:03:29.760000+00:00,18760,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0765,1.6,1.3,47.9063,-2.2267,0.2745,,,,,,,
182,2026-08-02T14:03:29.862000+00:00,18862,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0836,1.6,1.3,39.6612,-4.245,2.0676,,,,,,,
183,2026-08-02T14:03:29.962000+00:00,18962,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.087,1.6,1.3,46.827,-1.4143,1.9872,,,,,,,
184,2026-08-02T14:03:30.060000+00:00,19060,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0831,1.6,1.3,47.9246,-2.6472,-0.0863,,,,,,,
185,2026-08-02T14:03:30.159000+00:00,19159,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0873,1.6,1.3,52.5786,0.5469,-3.0776,,,,,,,
186,2026-08-02T14:03:30.257000+00:00,19257,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0901,1.6,1.3,51.2126,-6.365,-1.2349,,,,,,,
187,2026-08-02T14:03:30.356000+00:00,19356,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0942,1.6,1.3,61.6573,-5.8074,-1.042,,,,,,,
188,2026-08-02T14:03:30.456000+00:00,19456,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0914,1.6,1.3,50.5425,-0.0717,-1.3398,,,,,,,
189,2026-08-02T14:03:30.554000+00:00,19554,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0889,1.6,1.3,68.1937,-1.4304,-0.5818,,,,,,,
190,2026-08-02T14:03:30.655000+00:00,19655,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0874,1.6,1.3,65.2496,-1.1586,-0.2966,,,,,,,
191,2026-08-02T14:03:30.757000+00:00,19757,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0849,1.6,1.3,53.2969,3.3243,0.0367,,,,,,,
192,2026-08-02T14:03:30.855000+00:00,19855,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0884,1.6,1.3,60.4003,-7.5696,1.4169,,,,,,,
193,2026-08-02T14:03:30.953000+00:00,19953,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.09,1.6,1.3,70.0188,1.9802,-0.6873,,,,,,,
194,2026-08-02T14:03:31.052000+00:00,20052,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0961,1.6,1.3,69.5782,1.2962,3.9998,,,,,,,
195,2026-08-02T14:03:31.153000+00:00,20153,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0944,1.6,1.3,61.3884,-3.4158,1.0146,,,,,,,
196,2026-08-02T14:03:31.254000+00:00,20254,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.0982,1.6,1.3,53.0619,1.1643,1.8155,,,,,,,
197,2026-08-02T14:03:31.352000+00:00,20352,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.1009,1.6,1.3,55.1512,-5.1227,0.6309,,,,,,,
198,2026-08-02T14:03:31.450000+00:00,20450,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.1041,1.6,1.3,56.4944,-3.5487,-1.6811,,,,,,,
199,2026-08-02T14:03:31.551000+00:00,20551,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.1098,1.6,1.3,49.2604,-4.436,0.7492,,,,,,,
200,2026-08-02T14:03:31.653000+00:00,20653,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.1081,1.6,1.3,60.4668,-6.3455,-0.4693,,,,,,,
201,2026-08-02T14:03:31.755000+00:00,20755,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.1202,1.6,1.3,70.1119,-5.5096,-0.7976,,,,,,,
202,2026-08-02T14:03:31.856000+00:00,20856,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.1109,1.6,1.3,70.7579,0.1043,-0.1405,,,,,,,
203,2026-08-02T14:03:31.956000+00:00,20956,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.1099,1.6,1.3,63.639,-4.0056,0.7542,,,,,,,
204,2026-08-02T14:03:32.055000+00:00,21055,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.1094,1.6,1.3,68.4432,-7.0451,-1.0632,,,,,,,
205,2026-08-02T14:03:32.156000+00:00,21156,p01,A,1,calm_demo_001_curved,head_pose,sample,,,,,,,,0.1099,1.6,1.3,66.7799,-4.5977,0.3215,,,,,,,
206,2026-08-02T14:03:32.254000+00:00,21254,p01,A,1,calm_demo_001_curved,room_hidden,"hidden before the grid, so the room is rated from memory not sight",,,,,,,,,,,,,,,,,,20014,,
207,2026-08-02T14:03:32.411000+00:00,21411,p01,A,1,calm_demo_001_curved,grid_shown,,,,,,,,,,,,,,,,,,,,,
208,2026-08-02T14:03:33.294000+00:00,22294,p01,A,1,calm_demo_001_curved,grid_hover,,,,,,,,,,,,,,,0.2526,-0.1566,5,5,,,
209,2026-08-02T14:03:34.608000+00:00,23608,p01,A,1,calm_demo_001_curved,grid_hover,,,,,,,,,,,,,,,-0.0106,-0.2026,6,4,,,
210,2026-08-02T14:03:34.928000+00:00,23928,p01,A,1,calm_demo_001_curved,grid_hover,,,,,,,,,,,,,,,0.0328,0.0369,6,3,,,
211,2026-08-02T14:03:35.917000+00:00,24917,p01,A,1,calm_demo_001_curved,grid_hover,,,,,,,,,,,,,,,0.2517,-0.3847,7,3,,,
212,2026-08-02T14:03:37.247000+00:00,26247,p01,A,1,calm_demo_001_curved,grid_hover,,,,,,,,,,,,,,,0.2147,0.1465,7,4,,,
213,2026-08-02T14:03:38.389000+00:00,27389,p01,A,1,calm_demo_001_curved,grid_hover,,,,,,,,,,,,,,,0.3662,0.088,7,3,,,
214,2026-08-02T14:03:38.770000+00:00,27770,p01,A,1,calm_demo_001_curved,grid_selected,dwell_ms=5473,,,,,,,,,,,,,,0.1132,-0.2041,7,3,,,
215,2026-08-02T14:03:38.818000+00:00,27818,p01,A,1,calm_demo_001_curved,grid_hidden,response committed,,,,,,,,,,,,,,,,7,3,,,
216,2026-08-02T14:03:38.898000+00:00,27898,p01,A,1,calm_demo_001_curved,trial_end,,,,,,,,,,,,,,,,,,,,,
217,2026-08-02T14:03:38.954000+00:00,27954,p01,A,1,calm_demo_001_curved,transition_start,,,,,,,,,,,,,,,,,,,,,
218,2026-08-02T14:03:53.954000+00:00,42954,p01,A,1,calm_demo_001_curved,transition_end,,,,,,,,,,,,,,,,,,,,,
219,2026-08-02T14:03:54.147000+00:00,43147,p01,A,2,depressed_demo_001_linear,trial_start,,depressed,linear,depressed_demo_001,240,0.2,30,textile,,,,,,,,,,,,,
220,2026-08-02T14:03:54.207000+00:00,43207,p01,A,2,depressed_demo_001_linear,room_shown,exposure begins,depressed,linear,depressed_demo_001,240,0.2,30,textile,,,,,,,,,,,,,
221,2026-08-02T14:03:54.297000+00:00,43297,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1079,1.6,1.3,65.7438,-2.8965,0.6127,,,,,,,
222,2026-08-02T14:03:54.395000+00:00,43395,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1091,1.6,1.3,67.7945,-2.4248,0.9862,,,,,,,
223,2026-08-02T14:03:54.496000+00:00,43496,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1039,1.6,1.3,60.6535,4.4366,2.3671,,,,,,,
224,2026-08-02T14:03:54.596000+00:00,43596,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1094,1.6,1.3,55.3587,0.3361,-1.8057,,,,,,,
225,2026-08-02T14:03:54.696000+00:00,43696,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1095,1.6,1.3,64.201,-2.8465,-0.4494,,,,,,,
226,2026-08-02T14:03:54.794000+00:00,43794,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1147,1.6,1.3,60.9352,-1.4415,0.7187,,,,,,,
227,2026-08-02T14:03:54.896000+00:00,43896,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1163,1.6,1.3,63.9459,-7.0115,-0.557,,,,,,,
228,2026-08-02T14:03:54.994000+00:00,43994,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1145,1.6,1.3,60.4756,3.0805,-0.3031,,,,,,,
229,2026-08-02T14:03:55.092000+00:00,44092,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1188,1.6,1.3,55.3039,-0.0194,0.1031,,,,,,,
230,2026-08-02T14:03:55.191000+00:00,44191,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1149,1.6,1.3,56.8499,-6.5786,4.2585,,,,,,,
231,2026-08-02T14:03:55.289000+00:00,44289,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1171,1.6,1.3,51.5411,4.7566,1.5185,,,,,,,
232,2026-08-02T14:03:55.389000+00:00,44389,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1132,1.6,1.3,55.1493,-11.6705,1.7728,,,,,,,
233,2026-08-02T14:03:55.491000+00:00,44491,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1162,1.6,1.3,63.846,-0.502,4.0134,,,,,,,
234,2026-08-02T14:03:55.589000+00:00,44589,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.12,1.6,1.3,65.6584,-1.3998,1.5511,,,,,,,
235,2026-08-02T14:03:55.689000+00:00,44689,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1234,1.6,1.3,73.3167,-2.1988,-0.873,,,,,,,
236,2026-08-02T14:03:55.790000+00:00,44790,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1226,1.6,1.3,76.8155,-1.8521,-0.7207,,,,,,,
237,2026-08-02T14:03:55.890000+00:00,44890,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1219,1.6,1.3,65.0258,-0.5215,-1.0212,,,,,,,
238,2026-08-02T14:03:55.989000+00:00,44989,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1238,1.6,1.3,66.7239,-2.9944,0.104,,,,,,,
239,2026-08-02T14:03:56.090000+00:00,45090,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.128,1.6,1.3,61.2195,0.0728,2.2536,,,,,,,
240,2026-08-02T14:03:56.191000+00:00,45191,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1302,1.6,1.3,56.4234,2.5958,0.0298,,,,,,,
241,2026-08-02T14:03:56.289000+00:00,45289,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1298,1.6,1.3,59.3872,-6.564,1.2449,,,,,,,
242,2026-08-02T14:03:56.389000+00:00,45389,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1254,1.6,1.3,51.5613,1.6315,-0.3378,,,,,,,
243,2026-08-02T14:03:56.487000+00:00,45487,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1299,1.6,1.3,43.0551,-5.425,0.1309,,,,,,,
244,2026-08-02T14:03:56.586000+00:00,45586,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1215,1.6,1.3,41.5508,-10.5627,-0.4652,,,,,,,
245,2026-08-02T14:03:56.686000+00:00,45686,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1251,1.6,1.3,44.8506,6.8004,1.4249,,,,,,,
246,2026-08-02T14:03:56.787000+00:00,45787,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1301,1.6,1.3,48.657,-0.0021,1.9754,,,,,,,
247,2026-08-02T14:03:56.886000+00:00,45886,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1273,1.6,1.3,38.9491,-7.347,-2.1058,,,,,,,
248,2026-08-02T14:03:56.986000+00:00,45986,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1306,1.6,1.3,30.2217,-0.9256,0.5039,,,,,,,
249,2026-08-02T14:03:57.087000+00:00,46087,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1249,1.6,1.3,31.6517,-3.7394,-0.5525,,,,,,,
250,2026-08-02T14:03:57.185000+00:00,46185,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1197,1.6,1.3,43.2191,-5.0964,0.5488,,,,,,,
251,2026-08-02T14:03:57.284000+00:00,46284,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1232,1.6,1.3,40.9054,-7.0302,2.9141,,,,,,,
252,2026-08-02T14:03:57.384000+00:00,46384,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1246,1.6,1.3,37.4467,-1.2338,1.9236,,,,,,,
253,2026-08-02T14:03:57.486000+00:00,46486,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1233,1.6,1.3,45.8022,-3.541,0.6443,,,,,,,
254,2026-08-02T14:03:57.584000+00:00,46584,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1293,1.6,1.3,55.0242,-3.7752,2.0724,,,,,,,
255,2026-08-02T14:03:57.684000+00:00,46684,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1264,1.6,1.3,55.1783,-3.0457,-3.2916,,,,,,,
256,2026-08-02T14:03:57.783000+00:00,46783,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1241,1.6,1.3,55.5772,1.8733,1.5765,,,,,,,
257,2026-08-02T14:03:57.883000+00:00,46883,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1253,1.6,1.3,45.8469,0.1454,-1.1403,,,,,,,
258,2026-08-02T14:03:57.985000+00:00,46985,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1306,1.6,1.3,49.4504,1.9985,-1.3155,,,,,,,
259,2026-08-02T14:03:58.084000+00:00,47084,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1312,1.6,1.3,48.2773,-1.138,0.0263,,,,,,,
260,2026-08-02T14:03:58.182000+00:00,47182,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1369,1.6,1.3,45.2733,3.7395,0.6065,,,,,,,
261,2026-08-02T14:03:58.281000+00:00,47281,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1408,1.6,1.3,47.6432,2.1119,1.1537,,,,,,,
262,2026-08-02T14:03:58.379000+00:00,47379,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1389,1.6,1.3,44.4878,-4.2314,-0.6084,,,,,,,
263,2026-08-02T14:03:58.481000+00:00,47481,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1424,1.6,1.3,50.4738,-5.8911,-0.5303,,,,,,,
264,2026-08-02T14:03:58.580000+00:00,47580,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1384,1.6,1.3,43.0669,-0.8657,-0.8857,,,,,,,
265,2026-08-02T14:03:58.682000+00:00,47682,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1404,1.6,1.3,51.6272,-4.3587,0.2352,,,,,,,
266,2026-08-02T14:03:58.782000+00:00,47782,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1357,1.6,1.3,53.1085,-6.6217,-1.2778,,,,,,,
267,2026-08-02T14:03:58.880000+00:00,47880,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1382,1.6,1.3,58.6416,-5.1537,2.3813,,,,,,,
268,2026-08-02T14:03:58.979000+00:00,47979,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1377,1.6,1.3,56.5732,-2.056,1.379,,,,,,,
269,2026-08-02T14:03:59.081000+00:00,48081,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1378,1.6,1.3,68.3381,2.519,2.6662,,,,,,,
270,2026-08-02T14:03:59.182000+00:00,48182,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1371,1.6,1.3,66.27,-2.7281,-1.192,,,,,,,
271,2026-08-02T14:03:59.280000+00:00,48280,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1409,1.6,1.3,61.6185,0.9248,-0.1399,,,,,,,
272,2026-08-02T14:03:59.381000+00:00,48381,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1359,1.6,1.3,61.4959,-3.3474,1.5304,,,,,,,
273,2026-08-02T14:03:59.480000+00:00,48480,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1408,1.6,1.3,68.7572,-8.3407,-0.1133,,,,,,,
274,2026-08-02T14:03:59.582000+00:00,48582,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1375,1.6,1.3,69.6,-3.2013,2.5977,,,,,,,
275,2026-08-02T14:03:59.683000+00:00,48683,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.136,1.6,1.3,78.5755,-2.263,0.8856,,,,,,,
276,2026-08-02T14:03:59.781000+00:00,48781,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1379,1.6,1.3,89.5439,3.8274,-3.0614,,,,,,,
277,2026-08-02T14:03:59.883000+00:00,48883,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1354,1.6,1.3,99.6301,-4.299,0.2034,,,,,,,
278,2026-08-02T14:03:59.982000+00:00,48982,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1356,1.6,1.3,101.0622,-3.6987,-1.0211,,,,,,,
279,2026-08-02T14:04:00.084000+00:00,49084,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1308,1.6,1.3,94.0301,-6.8218,-0.2179,,,,,,,
280,2026-08-02T14:04:00.183000+00:00,49183,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1326,1.6,1.3,83.2191,-0.945,0.9585,,,,,,,
281,2026-08-02T14:04:00.284000+00:00,49284,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1341,1.6,1.3,86.5241,-3.4317,1.6582,,,,,,,
282,2026-08-02T14:04:00.385000+00:00,49385,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1327,1.6,1.3,91.536,-7.0329,-0.396,,,,,,,
283,2026-08-02T14:04:00.486000+00:00,49486,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1285,1.6,1.3,97.8584,-0.6435,-0.1506,,,,,,,
284,2026-08-02T14:04:00.585000+00:00,49585,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1291,1.6,1.3,94.3047,-2.3966,1.7111,,,,,,,
285,2026-08-02T14:04:00.683000+00:00,49683,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1256,1.6,1.3,84.594,-2.4829,-1.5905,,,,,,,
286,2026-08-02T14:04:00.783000+00:00,49783,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1247,1.6,1.3,83.437,-5.5578,0.4996,,,,,,,
287,2026-08-02T14:04:00.884000+00:00,49884,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.123,1.6,1.3,92.0624,3.0902,1.5857,,,,,,,
288,2026-08-02T14:04:00.984000+00:00,49984,p01,A,2,depressed_demo_001_linear,head_pose,sample,,,,,,,,0.1326,1.6,1.3,93.3643,1.5684,-1.1599,,,,,,,
